,age,gender,hnrnew,Personenzahl,Art_Unterkunft,deathrate,contacts_mean,agegroup
5597,27,f,1981,5,1,0.00021518,13.57,20
5598,9,f,1981,5,1,6.117e-05,14.81,5
5599,6,m,1981,5,1,9.091e-05,14.81,5
5600,2,m,1981,5,1,0.00015611,10.21,0
5601,79,m,1982,1,1,0.05046754,6.89,70
5602,23,m,1983,3,1,0.00040954,13.57,20
5603,23,f,1983,3,1,0.00017996,13.57,20
5604,3,f,1983,3,1,0.00010313,10.21,0
5605,62,m,1984,2,1,0.01194124,9.21,60
5606,61,f,1984,2,1,0.00568588,9.21,60
5607,78,m,1985,2,1,0.04546946,6.89,70
5608,74,f,1985,2,1,0.01784317,6.89,70
5609,47,m,1986,2,1,0.00236791,13.83,40
5610,48,f,1986,2,1,0.00159405,13.83,40
5611,41,m,1987,2,1,0.00133379,13.83,40
5612,41,f,1987,2,1,0.00074026,13.83,40
5613,30,f,1988,2,1,0.00031713,14.14,30
5614,1,f,1988,2,1,0.00024794,10.21,0
5615,38,m,1989,3,1,0.00106768,14.14,30
5616,36,f,1989,3,1,0.0004585,14.14,30
5617,13,f,1989,3,1,9.421e-05,18.22,10
5618,66,m,1991,1,1,0.01660601,9.21,60
5619,47,m,1992,3,1,0.00236791,13.83,40
5620,44,f,1992,3,1,0.00097058,13.83,40
5621,24,f,1992,3,1,0.00017994,13.57,20
5622,26,f,1993,1,1,0.0001882,13.57,20
5623,90,f,1994,1,1,0.1474761,6.89,70
5624,30,m,1995,1,1,0.00056139,14.14,30
5625,72,m,1996,2,1,0.02618392,6.89,70
5626,70,f,1996,2,1,0.01259879,6.89,70
5627,32,f,1997,2,1,0.00034263,14.14,30
5628,28,m,1997,2,1,0.00048486,13.57,20
5629,60,f,1998,1,1,0.00527596,9.21,60
5630,54,m,1999,1,1,0.00531626,12.3,50
5631,44,m,2000,1,1,0.001798,13.83,40
5632,46,m,2001,1,1,0.00217916,13.83,40
5633,56,f,2003,1,1,0.00357696,12.3,50
5634,47,m,2004,1,1,0.00236791,13.83,40
5635,58,f,2005,1,1,0.00434941,12.3,50
5636,36,m,2006,1,1,0.00085947,14.14,30
5637,58,f,2007,1,1,0.00434941,12.3,50
5638,85,m,2008,1,1,0.10468035,6.89,70
5639,52,m,2009,3,1,0.00414072,12.3,50
5640,58,f,2009,3,1,0.00434941,12.3,50
5641,25,f,2009,3,1,0.00019022,13.57,20
5642,36,f,2010,1,1,0.0004585,14.14,30
5643,43,m,2011,2,1,0.00153974,13.83,40
5644,47,f,2011,2,1,0.0013703,13.83,40
5645,29,f,2012,1,1,0.00025877,13.57,20
5646,64,f,2014,1,1,0.00747267,9.21,60
5647,67,f,2015,1,1,0.00948222,9.21,60
5648,75,m,2016,2,1,0.03362174,6.89,70
5649,74,f,2016,2,1,0.01784317,6.89,70
5650,49,m,2017,1,1,0.00297126,13.83,40
5651,68,m,2018,2,1,0.01918012,9.21,60
5652,63,f,2018,2,1,0.0067488999999999995,9.21,60
5653,75,f,2019,1,1,0.01923138,6.89,70
5654,58,m,2020,2,1,0.00815644,12.3,50
5655,55,f,2020,2,1,0.00324545,12.3,50
5656,23,m,2021,2,1,0.00040954,13.57,20
5657,61,f,2021,2,1,0.00568588,9.21,60
5658,50,m,2022,2,1,0.00332421,12.3,50
5659,50,f,2022,2,1,0.0018532,12.3,50
5660,78,m,2023,2,1,0.04546946,6.89,70
5661,80,f,2023,2,1,0.03646149,6.89,70
5662,24,f,2025,1,1,0.00017994,13.57,20
5663,58,m,2026,2,1,0.00815644,12.3,50
5664,54,f,2026,2,1,0.0028887,12.3,50
5665,47,m,2027,1,1,0.00236791,13.83,40
5666,61,m,2028,2,1,0.01082143,9.21,60
5667,61,f,2028,2,1,0.00568588,9.21,60
5668,31,m,2029,4,1,0.00061587,14.14,30
5669,27,f,2029,4,1,0.00021518,13.57,20
5670,9,f,2029,4,1,6.117e-05,14.81,5
5671,2,m,2029,4,1,0.00015611,10.21,0
5672,61,m,2030,1,1,0.01082143,9.21,60
5673,45,m,2031,3,1,0.0019587,13.83,40
5674,35,f,2031,3,1,0.00041213,14.14,30
5675,1,m,2031,3,1,0.00027641,10.21,0
5676,73,m,2032,2,1,0.02874623,6.89,70
5677,73,f,2032,2,1,0.01641616,6.89,70
5678,42,m,2033,4,1,0.00144076,13.83,40
5679,38,f,2033,4,1,0.00060325,14.14,30
5680,9,m,2033,4,1,8.001e-05,14.81,5
5681,7,f,2033,4,1,4.646e-05,14.81,5
5682,44,m,2034,6,1,0.001798,13.83,40
5683,41,f,2034,6,1,0.00074026,13.83,40
5684,17,f,2034,6,1,0.00013616,17.58,15
5685,14,m,2034,6,1,0.00013566,18.22,10
5686,11,m,2034,6,1,7.74e-05,18.22,10
5687,7,f,2034,6,1,4.646e-05,14.81,5
5688,51,m,2036,5,1,0.00370198,12.3,50
5689,48,f,2036,5,1,0.00159405,13.83,40
5690,23,m,2036,5,1,0.00040954,13.57,20
5691,21,m,2036,5,1,0.00040526,13.57,20
5692,19,f,2036,5,1,0.00017479,17.58,15
5693,55,m,2037,2,1,0.00591257,12.3,50
5694,51,f,2037,2,1,0.0021427,12.3,50
5695,67,m,2038,1,1,0.01799621,9.21,60
5696,46,f,2039,1,1,0.00121751,13.83,40
5697,83,f,2040,3,1,0.05671146,6.89,70
5698,48,m,2040,3,1,0.00265551,13.83,40
5699,50,f,2040,3,1,0.0018532,12.3,50
5700,30,f,2041,1,1,0.00031713,14.14,30
5701,72,m,2042,2,1,0.02618392,6.89,70
5702,72,f,2042,2,1,0.01481358,6.89,70
5703,73,m,2043,2,1,0.02874623,6.89,70
5704,70,f,2043,2,1,0.01259879,6.89,70
5705,69,m,2044,2,1,0.02109939,9.21,60
5706,66,f,2044,2,1,0.00876211,9.21,60
5707,52,m,2045,3,1,0.00414072,12.3,50
5708,56,f,2045,3,1,0.00357696,12.3,50
5709,21,f,2045,3,1,0.0001649,13.57,20
5710,34,f,2047,3,1,0.000406,14.14,30
5711,44,m,2047,3,1,0.001798,13.83,40
5712,0,m,2047,3,1,0.00356226,10.21,0
5713,34,f,2048,1,1,0.000406,14.14,30
5714,18,f,2049,1,1,0.00019702,17.58,15
5715,19,f,2050,1,1,0.00017479,17.58,15
5716,75,m,2051,3,1,0.03362174,6.89,70
5717,70,f,2051,3,1,0.01259879,6.89,70
5718,37,m,2051,3,1,0.00097983,14.14,30
5719,81,f,2052,1,1,0.04267387,6.89,70
5720,83,m,2053,2,1,0.08146408,6.89,70
5721,68,f,2053,2,1,0.01046567,9.21,60
5722,35,m,2054,1,1,0.00080225,14.14,30
5723,44,m,2055,3,1,0.001798,13.83,40
5724,42,f,2055,3,1,0.00079376,13.83,40
5725,12,f,2055,3,1,7.852e-05,18.22,10
5726,43,f,2056,3,1,0.00090807,13.83,40
5727,42,m,2056,3,1,0.00144076,13.83,40
5728,20,f,2056,3,1,0.00018488,13.57,20
5729,69,m,2057,2,1,0.02109939,9.21,60
5730,64,f,2057,2,1,0.00747267,9.21,60
5731,74,m,2060,1,1,0.03108519,6.89,70
5732,48,f,2061,1,1,0.00159405,13.83,40
5733,74,m,2062,2,1,0.03108519,6.89,70
5734,79,f,2062,2,1,0.03141447,6.89,70
5735,83,f,2063,1,1,0.05671146,6.89,70
5736,71,f,2064,1,1,0.01370178,6.89,70
5737,38,m,2065,4,1,0.00106768,14.14,30
5738,36,f,2065,4,1,0.0004585,14.14,30
5739,10,m,2065,4,1,7.924e-05,18.22,10
5740,9,m,2065,4,1,8.001e-05,14.81,5
5741,33,f,2066,2,1,0.00036033,14.14,30
5742,7,m,2066,2,1,8.614e-05,14.81,5
5743,62,f,2067,1,1,0.00613444,9.21,60
5744,80,m,2068,2,1,0.05642286,6.89,70
5745,80,f,2068,2,1,0.03646149,6.89,70
5746,42,f,2069,1,1,0.00079376,13.83,40
5747,49,m,2071,4,1,0.00297126,13.83,40
5748,47,f,2071,4,1,0.0013703,13.83,40
5749,9,m,2071,4,1,8.001e-05,14.81,5
5750,6,m,2071,4,1,9.091e-05,14.81,5
5751,54,m,2072,3,1,0.00531626,12.3,50
5752,50,f,2072,3,1,0.0018532,12.3,50
5753,26,m,2072,3,1,0.00045886,13.57,20
5754,64,m,2073,2,1,0.01425244,9.21,60
5755,69,f,2073,2,1,0.0115546,9.21,60
5756,49,m,2074,1,1,0.00297126,13.83,40
5757,35,f,2075,2,1,0.00041213,14.14,30
5758,4,m,2075,2,1,0.00010653,10.21,0
5759,44,m,2076,1,1,0.001798,13.83,40
5760,56,m,2077,2,1,0.00658737,12.3,50
5761,52,f,2077,2,1,0.00233297,12.3,50
5762,66,f,2078,2,1,0.00876211,9.21,60
5763,24,f,2078,2,1,0.00017994,13.57,20
5764,29,m,2079,2,1,0.00052165,13.57,20
5765,30,f,2079,2,1,0.00031713,14.14,30
5766,71,m,2080,2,1,0.0246394,6.89,70
5767,70,f,2080,2,1,0.01259879,6.89,70
5768,32,f,2082,1,1,0.00034263,14.14,30
5769,49,m,2083,2,1,0.00297126,13.83,40
5770,55,f,2083,2,1,0.00324545,12.3,50
5771,69,f,2084,1,1,0.0115546,9.21,60
5772,49,m,2085,3,1,0.00297126,13.83,40
5773,48,f,2085,3,1,0.00159405,13.83,40
5774,17,m,2085,3,1,0.00027475,17.58,15
5775,31,m,2086,1,1,0.00061587,14.14,30
5776,45,f,2087,3,1,0.00115224,13.83,40
5777,45,m,2087,3,1,0.0019587,13.83,40
5778,22,m,2087,3,1,0.00045366,13.57,20
5779,40,m,2088,1,1,0.00123774,13.83,40
5780,41,m,2089,2,1,0.00133379,13.83,40
5781,38,f,2089,2,1,0.00060325,14.14,30
5782,29,f,2090,2,1,0.00025877,13.57,20
5783,28,m,2090,2,1,0.00048486,13.57,20
5784,37,m,2091,1,1,0.00097983,14.14,30
5785,19,f,2093,1,1,0.00017479,17.58,15
5786,34,m,2094,1,1,0.00076954,14.14,30
5787,43,m,2095,4,1,0.00153974,13.83,40
5788,45,f,2095,4,1,0.00115224,13.83,40
5789,14,f,2095,4,1,9.221e-05,18.22,10
5790,11,f,2095,4,1,7.733e-05,18.22,10
5791,42,f,2096,3,1,0.00079376,13.83,40
5792,19,f,2096,3,1,0.00017479,17.58,15
5793,10,m,2096,3,1,7.924e-05,18.22,10
5794,75,f,2097,1,1,0.01923138,6.89,70
5795,52,m,2098,4,1,0.00414072,12.3,50
5796,50,f,2098,4,1,0.0018532,12.3,50
5797,21,m,2098,4,1,0.00040526,13.57,20
5798,19,m,2098,4,1,0.00039767,17.58,15
5799,33,m,2099,3,1,0.00073168,14.14,30
5800,31,f,2099,3,1,0.000314,14.14,30
5801,0,f,2099,3,1,0.00300534,10.21,0
5802,80,f,2100,1,1,0.03646149,6.89,70
5803,49,f,2101,2,1,0.00174807,13.83,40
5804,18,m,2101,2,1,0.00038318,17.58,15
5805,57,m,2102,1,1,0.00733233,12.3,50
5806,73,m,2104,2,1,0.02874623,6.89,70
5807,73,f,2104,2,1,0.01641616,6.89,70
5808,56,m,2105,1,1,0.00658737,12.3,50
5809,43,m,2106,1,1,0.00153974,13.83,40
5810,38,m,2107,1,1,0.00106768,14.14,30
5811,42,m,2108,2,1,0.00144076,13.83,40
5812,41,f,2108,2,1,0.00074026,13.83,40
5813,75,m,2109,2,1,0.03362174,6.89,70
5814,79,f,2109,2,1,0.03141447,6.89,70
5815,75,m,2110,2,1,0.03362174,6.89,70
5816,69,f,2110,2,1,0.0115546,9.21,60
5817,46,m,2111,2,1,0.00217916,13.83,40
5818,47,f,2111,2,1,0.0013703,13.83,40
5819,73,m,2112,2,1,0.02874623,6.89,70
5820,69,f,2112,2,1,0.0115546,9.21,60
5821,51,m,2113,1,1,0.00370198,12.3,50
5822,59,m,2115,3,1,0.00893714,12.3,50
5823,69,f,2115,3,1,0.0115546,9.21,60
5824,33,m,2115,3,1,0.00073168,14.14,30
5825,36,f,2116,3,1,0.0004585,14.14,30
5826,37,m,2116,3,1,0.00097983,14.14,30
5827,1,f,2116,3,1,0.00024794,10.21,0
5828,43,f,2117,2,1,0.00090807,13.83,40
5829,16,f,2117,2,1,0.00014725,17.58,15
5830,33,f,2118,2,1,0.00036033,14.14,30
5831,13,m,2118,2,1,9.588e-05,18.22,10
5832,64,m,2119,2,1,0.01425244,9.21,60
5833,61,f,2119,2,1,0.00568588,9.21,60
5834,44,m,2120,3,1,0.001798,13.83,40
5835,42,f,2120,3,1,0.00079376,13.83,40
5836,16,m,2120,3,1,0.00024747,17.58,15
5837,56,f,2121,1,1,0.00357696,12.3,50
5838,73,m,2122,3,1,0.02874623,6.89,70
5839,72,f,2122,3,1,0.01481358,6.89,70
5840,48,m,2122,3,1,0.00265551,13.83,40
5841,66,m,2123,1,1,0.01660601,9.21,60
5842,35,m,2124,4,1,0.00080225,14.14,30
5843,29,f,2124,4,1,0.00025877,13.57,20
5844,7,f,2124,4,1,4.646e-05,14.81,5
5845,4,f,2124,4,1,9.569e-05,10.21,0
5846,62,m,2125,3,1,0.01194124,9.21,60
5847,51,f,2125,3,1,0.0021427,12.3,50
5848,34,f,2125,3,1,0.000406,14.14,30
5849,59,f,2127,1,1,0.00470636,12.3,50
5850,32,m,2128,3,1,0.000634,14.14,30
5851,30,f,2128,3,1,0.00031713,14.14,30
5852,2,f,2128,3,1,0.00012423,10.21,0
5853,56,m,2129,2,1,0.00658737,12.3,50
5854,53,f,2129,2,1,0.00256767,12.3,50
5855,54,m,2130,2,1,0.00531626,12.3,50
5856,56,f,2130,2,1,0.00357696,12.3,50
5857,75,f,2131,1,1,0.01923138,6.89,70
5858,52,m,2132,2,1,0.00414072,12.3,50
5859,53,f,2132,2,1,0.00256767,12.3,50
5860,72,m,2133,2,1,0.02618392,6.89,70
5861,69,f,2133,2,1,0.0115546,9.21,60
5862,73,f,2134,1,1,0.01641616,6.89,70
5863,88,f,2135,1,1,0.11420199,6.89,70
5864,35,m,2136,4,1,0.00080225,14.14,30
5865,32,f,2136,4,1,0.00034263,14.14,30
5866,4,f,2136,4,1,9.569e-05,10.21,0
5867,0,m,2136,4,1,0.00356226,10.21,0
5868,55,m,2138,2,1,0.00591257,12.3,50
5869,54,f,2138,2,1,0.0028887,12.3,50
5870,66,m,2139,2,1,0.01660601,9.21,60
5871,60,f,2139,2,1,0.00527596,9.21,60
5872,65,m,2140,1,1,0.01542111,9.21,60
5873,40,m,2141,2,1,0.00123774,13.83,40
5874,18,f,2141,2,1,0.00019702,17.58,15
5875,33,m,2142,1,1,0.00073168,14.14,30
5876,32,f,2143,1,1,0.00034263,14.14,30
5877,27,f,2144,1,1,0.00021518,13.57,20
5878,27,f,2145,1,1,0.00021518,13.57,20
5879,23,f,2146,1,1,0.00017996,13.57,20
5880,41,m,2147,1,1,0.00133379,13.83,40
5881,65,m,2148,2,1,0.01542111,9.21,60
5882,64,f,2148,2,1,0.00747267,9.21,60
5883,76,m,2149,1,1,0.03717284,6.89,70
5884,31,f,2150,2,1,0.000314,14.14,30
5885,51,f,2150,2,1,0.0021427,12.3,50
5886,31,f,2151,2,1,0.000314,14.14,30
5887,4,m,2151,2,1,0.00010653,10.21,0
5888,27,m,2152,2,1,0.00046183,13.57,20
5889,30,f,2152,2,1,0.00031713,14.14,30
5890,69,m,2153,2,1,0.02109939,9.21,60
5891,54,f,2153,2,1,0.0028887,12.3,50
5892,70,m,2154,1,1,0.02230277,6.89,70
5893,75,m,2155,2,1,0.03362174,6.89,70
5894,73,f,2155,2,1,0.01641616,6.89,70
5895,74,f,2157,1,1,0.01784317,6.89,70
5896,57,f,2158,1,1,0.00392413,12.3,50
5897,28,m,2159,1,1,0.00048486,13.57,20
5898,66,f,2160,1,1,0.00876211,9.21,60
5899,23,f,2161,1,1,0.00017996,13.57,20
5900,67,m,2162,2,1,0.01799621,9.21,60
5901,68,f,2162,2,1,0.01046567,9.21,60
5902,21,m,2163,1,1,0.00040526,13.57,20
5903,24,m,2164,1,1,0.00047486,13.57,20
5904,24,m,2165,1,1,0.00047486,13.57,20
5905,55,m,2166,3,1,0.00591257,12.3,50
5906,51,f,2166,3,1,0.0021427,12.3,50
5907,24,f,2166,3,1,0.00017994,13.57,20
5908,46,m,2167,1,1,0.00217916,13.83,40
5909,44,f,2168,2,1,0.00097058,13.83,40
5910,14,m,2168,2,1,0.00013566,18.22,10
5911,54,m,2169,1,1,0.00531626,12.3,50
5912,64,f,2171,1,1,0.00747267,9.21,60
5913,71,m,2172,2,1,0.0246394,6.89,70
5914,65,f,2172,2,1,0.00797044,9.21,60
5915,74,m,2173,1,1,0.03108519,6.89,70
5916,45,m,2174,1,1,0.0019587,13.83,40
5917,68,m,2175,2,1,0.01918012,9.21,60
5918,69,f,2175,2,1,0.0115546,9.21,60
5919,91,f,2176,1,1,0.16763449,6.89,70
5920,39,m,2177,4,1,0.00111397,14.14,30
5921,39,f,2177,4,1,0.00060115,14.14,30
5922,15,m,2177,4,1,0.00015987,17.58,15
5923,4,f,2177,4,1,9.569e-05,10.21,0
5924,73,m,2178,1,1,0.02874623,6.89,70
5925,54,m,2179,1,1,0.00531626,12.3,50
5926,70,m,2180,2,1,0.02230277,6.89,70
5927,70,f,2180,2,1,0.01259879,6.89,70
5928,79,f,2183,1,1,0.03141447,6.89,70
5929,49,m,2184,5,1,0.00297126,13.83,40
5930,64,f,2184,5,1,0.00747267,9.21,60
5931,21,f,2184,5,1,0.0001649,13.57,20
5932,18,m,2184,5,1,0.00038318,17.58,15
5933,10,f,2184,5,1,5.849e-05,18.22,10
5934,36,m,2185,5,1,0.00085947,14.14,30
5935,32,f,2185,5,1,0.00034263,14.14,30
5936,9,f,2185,5,1,6.117e-05,14.81,5
5937,6,f,2185,5,1,8.846e-05,14.81,5
5938,3,f,2185,5,1,0.00010313,10.21,0
5939,73,f,2186,1,1,0.01641616,6.89,70
5940,48,f,2187,3,1,0.00159405,13.83,40
5941,17,f,2187,3,1,0.00013616,17.58,15
5942,14,m,2187,3,1,0.00013566,18.22,10
5943,68,m,2188,2,1,0.01918012,9.21,60
5944,66,f,2188,2,1,0.00876211,9.21,60
5945,71,m,2189,2,1,0.0246394,6.89,70
5946,67,f,2189,2,1,0.00948222,9.21,60
5947,73,m,2190,2,1,0.02874623,6.89,70
5948,59,f,2190,2,1,0.00470636,12.3,50
5949,69,f,2191,1,1,0.0115546,9.21,60
5950,28,f,2192,1,1,0.00023564,13.57,20
5951,90,f,2194,1,1,0.1474761,6.89,70
5952,77,f,2195,1,1,0.02379649,6.89,70
5953,49,m,2196,2,1,0.00297126,13.83,40
5954,49,f,2196,2,1,0.00174807,13.83,40
5955,32,m,2197,3,1,0.000634,14.14,30
5956,31,f,2197,3,1,0.000314,14.14,30
5957,0,f,2197,3,1,0.00300534,10.21,0
5958,76,m,2198,2,1,0.03717284,6.89,70
5959,72,f,2198,2,1,0.01481358,6.89,70
5960,65,m,2199,2,1,0.01542111,9.21,60
5961,65,f,2199,2,1,0.00797044,9.21,60
5962,84,m,2200,1,1,0.09199371,6.89,70
5963,38,m,2201,4,1,0.00106768,14.14,30
5964,33,f,2201,4,1,0.00036033,14.14,30
5965,13,m,2201,4,1,9.588e-05,18.22,10
5966,8,m,2201,4,1,8.552e-05,14.81,5
5967,44,m,2202,3,1,0.001798,13.83,40
5968,40,f,2202,3,1,0.0006857,13.83,40
5969,18,m,2202,3,1,0.00038318,17.58,15
5970,81,m,2203,2,1,0.06453153,6.89,70
5971,79,f,2203,2,1,0.03141447,6.89,70
5972,43,m,2205,2,1,0.00153974,13.83,40
5973,50,f,2205,2,1,0.0018532,12.3,50
5974,79,m,2206,2,1,0.05046754,6.89,70
5975,79,f,2206,2,1,0.03141447,6.89,70
5976,84,m,2207,1,1,0.09199371,6.89,70
5977,90,m,2208,2,1,0.18156323,6.89,70
5978,78,f,2208,2,1,0.02744802,6.89,70
5979,56,m,2209,1,1,0.00658737,12.3,50
5980,39,m,2210,2,1,0.00111397,14.14,30
5981,35,f,2210,2,1,0.00041213,14.14,30
5982,76,m,2211,2,1,0.03717284,6.89,70
5983,67,f,2211,2,1,0.00948222,9.21,60
5984,30,m,2212,2,1,0.00056139,14.14,30
5985,31,f,2212,2,1,0.000314,14.14,30
5986,51,f,2213,1,1,0.0021427,12.3,50
5987,50,m,2214,3,1,0.00332421,12.3,50
5988,48,f,2214,3,1,0.00159405,13.83,40
5989,6,f,2214,3,1,8.846e-05,14.81,5
5990,40,m,2216,6,1,0.00123774,13.83,40
5991,37,f,2216,6,1,0.00047466,14.14,30
5992,15,f,2216,6,1,0.00012167,17.58,15
5993,11,m,2216,6,1,7.74e-05,18.22,10
5994,8,f,2216,6,1,6.968e-05,14.81,5
5995,5,f,2216,6,1,8.908e-05,14.81,5
5996,80,m,2217,1,1,0.05642286,6.89,70
5997,29,m,2218,1,1,0.00052165,13.57,20
5998,73,f,2219,1,1,0.01641616,6.89,70
5999,70,m,2220,2,1,0.02230277,6.89,70
6000,67,f,2220,2,1,0.00948222,9.21,60
6001,53,m,2221,3,1,0.00469739,12.3,50
6002,49,f,2221,3,1,0.00174807,13.83,40
6003,22,f,2221,3,1,0.00016281,13.57,20
6004,50,m,2222,2,1,0.00332421,12.3,50
6005,51,f,2222,2,1,0.0021427,12.3,50
6006,54,m,2223,2,1,0.00531626,12.3,50
6007,47,f,2223,2,1,0.0013703,13.83,40
6008,73,m,2224,2,1,0.02874623,6.89,70
6009,16,f,2224,2,1,0.00014725,17.58,15
6010,30,m,2225,3,1,0.00056139,14.14,30
6011,25,f,2225,3,1,0.00019022,13.57,20
6012,16,f,2225,3,1,0.00014725,17.58,15
6013,88,m,2227,1,1,0.14870369,6.89,70
6014,66,f,2228,2,1,0.00876211,9.21,60
6015,35,m,2228,2,1,0.00080225,14.14,30
6016,48,m,2229,4,1,0.00265551,13.83,40
6017,47,f,2229,4,1,0.0013703,13.83,40
6018,18,m,2229,4,1,0.00038318,17.58,15
6019,12,m,2229,4,1,6.884e-05,18.22,10
6020,51,m,2230,2,1,0.00370198,12.3,50
6021,18,m,2230,2,1,0.00038318,17.58,15
6022,67,f,2231,1,1,0.00948222,9.21,60
6023,41,f,2232,2,1,0.00074026,13.83,40
6024,13,m,2232,2,1,9.588e-05,18.22,10
6025,62,m,2233,2,1,0.01194124,9.21,60
6026,85,f,2233,2,1,0.07612466,6.89,70
6027,43,m,2234,3,1,0.00153974,13.83,40
6028,46,f,2234,3,1,0.00121751,13.83,40
6029,19,m,2234,3,1,0.00039767,17.58,15
6030,66,m,2235,2,1,0.01660601,9.21,60
6031,60,f,2235,2,1,0.00527596,9.21,60
6032,57,m,2236,2,1,0.00733233,12.3,50
6033,56,f,2236,2,1,0.00357696,12.3,50
6034,48,m,2238,4,1,0.00265551,13.83,40
6035,41,f,2238,4,1,0.00074026,13.83,40
6036,5,f,2238,4,1,8.908e-05,14.81,5
6037,5,m,2238,4,1,0.00010046,14.81,5
6038,54,f,2239,2,1,0.0028887,12.3,50
6039,24,f,2239,2,1,0.00017994,13.57,20
6040,40,m,2240,1,1,0.00123774,13.83,40
6041,41,m,2241,4,1,0.00133379,13.83,40
6042,39,f,2241,4,1,0.00060115,14.14,30
6043,9,m,2241,4,1,8.001e-05,14.81,5
6044,7,m,2241,4,1,8.614e-05,14.81,5
6045,61,f,2242,1,1,0.00568588,9.21,60
6046,29,m,2243,2,1,0.00052165,13.57,20
6047,27,f,2243,2,1,0.00021518,13.57,20
6048,69,f,2244,1,1,0.0115546,9.21,60
6049,60,m,2245,4,1,0.00983124,9.21,60
6050,51,f,2245,4,1,0.0021427,12.3,50
6051,17,m,2245,4,1,0.00027475,17.58,15
6052,15,f,2245,4,1,0.00012167,17.58,15
6053,36,m,2246,4,1,0.00085947,14.14,30
6054,34,f,2246,4,1,0.000406,14.14,30
6055,10,m,2246,4,1,7.924e-05,18.22,10
6056,6,f,2246,4,1,8.846e-05,14.81,5
6057,87,f,2247,1,1,0.09994549,6.89,70
6058,65,m,2249,2,1,0.01542111,9.21,60
6059,71,f,2249,2,1,0.01370178,6.89,70
6060,27,m,2250,1,1,0.00046183,13.57,20
6061,31,m,2251,2,1,0.00061587,14.14,30
6062,26,f,2251,2,1,0.0001882,13.57,20
6063,38,m,2252,1,1,0.00106768,14.14,30
6064,37,f,2253,4,1,0.00047466,14.14,30
6065,40,m,2253,4,1,0.00123774,13.83,40
6066,5,f,2253,4,1,8.908e-05,14.81,5
6067,3,m,2253,4,1,0.00010894,10.21,0
6068,37,f,2254,2,1,0.00047466,14.14,30
6069,13,f,2254,2,1,9.421e-05,18.22,10
6070,55,f,2255,2,1,0.00324545,12.3,50
6071,18,f,2255,2,1,0.00019702,17.58,15
6072,72,m,2256,2,1,0.02618392,6.89,70
6073,71,f,2256,2,1,0.01370178,6.89,70
6074,77,f,2257,1,1,0.02379649,6.89,70
6075,84,f,2258,1,1,0.06516314,6.89,70
6076,28,f,2260,1,1,0.00023564,13.57,20
6077,55,m,2261,2,1,0.00591257,12.3,50
6078,50,f,2261,2,1,0.0018532,12.3,50
6079,72,f,2262,1,1,0.01481358,6.89,70
6080,54,m,2263,2,1,0.00531626,12.3,50
6081,52,f,2263,2,1,0.00233297,12.3,50
6082,28,m,2264,1,1,0.00048486,13.57,20
6083,75,m,2265,2,1,0.03362174,6.89,70
6084,76,f,2265,2,1,0.02156594,6.89,70
6085,57,m,2266,2,1,0.00733233,12.3,50
6086,56,f,2266,2,1,0.00357696,12.3,50
6087,87,f,2267,3,2,0.09994549,6.89,70
6088,61,f,2267,3,2,0.00568588,9.21,60
6089,79,f,2267,3,2,0.03141447,6.89,70
6090,55,m,2268,2,1,0.00591257,12.3,50
6091,51,f,2268,2,1,0.0021427,12.3,50
6092,57,m,2269,2,1,0.00733233,12.3,50
6093,51,f,2269,2,1,0.0021427,12.3,50
6094,53,m,2271,3,1,0.00469739,12.3,50
6095,55,f,2271,3,1,0.00324545,12.3,50
6096,20,m,2271,3,1,0.00043184,13.57,20
6097,47,f,2272,2,1,0.0013703,13.83,40
6098,51,m,2272,2,1,0.00370198,12.3,50
6099,69,f,2273,1,1,0.0115546,9.21,60
6100,53,m,2274,6,1,0.00469739,12.3,50
6101,33,f,2274,6,1,0.00036033,14.14,30
6102,6,m,2274,6,1,9.091e-05,14.81,5
6103,5,f,2274,6,1,8.908e-05,14.81,5
6104,3,f,2274,6,1,0.00010313,10.21,0
6105,0,m,2274,6,1,0.00356226,10.21,0
6106,65,m,2275,2,1,0.01542111,9.21,60
6107,60,f,2275,2,1,0.00527596,9.21,60
6108,55,m,2276,3,1,0.00591257,12.3,50
6109,49,f,2276,3,1,0.00174807,13.83,40
6110,19,m,2276,3,1,0.00039767,17.58,15
6111,43,m,2277,5,1,0.00153974,13.83,40
6112,36,f,2277,5,1,0.0004585,14.14,30
6113,10,f,2277,5,1,5.849e-05,18.22,10
6114,8,f,2277,5,1,6.968e-05,14.81,5
6115,4,m,2277,5,1,0.00010653,10.21,0
6116,32,m,2278,4,1,0.000634,14.14,30
6117,31,f,2278,4,1,0.000314,14.14,30
6118,12,f,2278,4,1,7.852e-05,18.22,10
6119,9,m,2278,4,1,8.001e-05,14.81,5
6120,71,f,2279,1,1,0.01370178,6.89,70
6121,43,m,2280,3,1,0.00153974,13.83,40
6122,42,f,2280,3,1,0.00079376,13.83,40
6123,7,f,2280,3,1,4.646e-05,14.81,5
6124,64,f,2282,1,1,0.00747267,9.21,60
6125,79,m,2283,1,1,0.05046754,6.89,70
6126,78,f,2284,2,1,0.02744802,6.89,70
6127,78,m,2284,2,1,0.04546946,6.89,70
6128,87,f,2285,1,1,0.09994549,6.89,70
6129,64,m,2286,2,1,0.01425244,9.21,60
6130,51,f,2286,2,1,0.0021427,12.3,50
6131,76,m,2287,2,1,0.03717284,6.89,70
